country,city,s1_scene_file,s2_scene_file,s1_datetime_utc,s2_datetime_utc,pair_gap_days,orbit,polarizations,s1_product_id,s2_product_id
Italy,Parma,Italy_Parma_S1_2023-02-20_2023-02-20_05_27_52_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Parma_S2_2023-02-15_2023-02-15_10_28_24_RGB_BuiltUpMain.tif,2023-02-20 05:27:52,2023-02-15 10:28:24,4.7913,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230220T052752_20230220T052817_047315_05ADC6_7CA8,20230215T102121_20230215T102115_T32TNQ
Italy,Pavia,Italy_Pavia_S1_2023-02-13_2023-02-13_05_35_40_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Pavia_S2_2023-02-15_2023-02-15_10_28_14_RGB_BuiltUpMain.tif,2023-02-13 05:35:40,2023-02-15 10:28:14,2.2032,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230213T053540_20230213T053605_047213_05AA42_D337,20230215T102121_20230215T102115_T32TMR
Italy,Perugia,Italy_Perugia_S1_2023-02-15_2023-02-15_05_20_08_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Perugia_S2_2023-02-14_2023-02-14_10_08_55_RGB_BuiltUpMain.tif,2023-02-15 05:20:08,2023-02-14 10:08:55,0.7995,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230215T052008_20230215T052033_047242_05AB3E_160B,20230214T100029_20230214T100452_T32TQN
Italy,Prato,Italy_Prato_S1_2023-02-15_2023-02-15_05_19_43_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Prato_S2_2023-02-12_2023-02-12_10_18_40_RGB_BuiltUpMain.tif,2023-02-15 05:19:43,2023-02-12 10:18:40,2.7924,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230215T051943_20230215T052008_047242_05AB3E_CB06,20230212T101131_20230212T101131_T32TPP
Italy,Ravenna,Italy_Ravenna_S1_2023-01-10_2023-01-10_05_19_44_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Ravenna_S2_2023-02-07_2023-02-07_10_18_23_RGB_BuiltUpMain.tif,2023-01-10 05:19:44,2023-02-07 10:18:23,28.2074,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230110T051944_20230110T052009_046717_0599A6_E28E,20230207T101109_20230207T101742_T32TQQ
Italy,Reggio Calabria,Italy_Reggio_Calabria_S1_2023-03-20_2023-03-20_04_56_27_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Reggio_Calabria_S2_Top2_2023-03-08_09_59_56_cloud005_gap11_RGB_BuiltUpMain.tif,2023-03-20 04:56:27,2023-03-08 09:59:56,11.7892,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230320T045627_20230320T045652_047723_05BB89_A741,20230308T095031_20230308T095141_T33SWC
Italy,Reggio Emilia,Italy_Reggio_Emilia_S1_2023-03-28_2023-03-28_05_27_52_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Reggio_Emilia_S2_2023-02-15_2023-02-15_10_28_21_RGB_BuiltUpMain.tif,2023-03-28 05:27:52,2023-02-15 10:28:21,40.7913,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230328T052752_20230328T052817_047840_05BF83_4E09,20230215T102121_20230215T102115_T32TPQ
Italy,Rimini,Italy_Rimini_S1_2023-02-15_2023-02-15_05_19_43_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Rimini_S2_2023-02-14_2023-02-14_10_08_41_RGB_BuiltUpMain.tif,2023-02-15 05:19:43,2023-02-14 10:08:41,0.7993,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230215T051943_20230215T052008_047242_05AB3E_CB06,20230214T100029_20230214T100452_T32TQP
Italy,Salerno,Italy_Salerno_S1_2023-03-25_2023-03-25_05_04_14_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Salerno_S2_Top1_2023-03-13_09_59_26_cloud077_gap18_RGB_BuiltUpMain.tif,2023-03-25 05:04:14,2023-03-13 09:59:26,11.795,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230325T050414_20230325T050439_047796_05BE09_6C96,20230313T095039_20230313T095034_T33TVE;20230313T095039_20230313T095034_T33TVF;20230313T095039_20230313T095034_T33TWE;20230313T095039_20230313T095034_T33TWF
Italy,Taranto,Italy_Taranto_S1_2023-01-19_2023-01-19_04_56_03_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Taranto_S2_Top3_2023-02-18_09_49_31_cloud219_gap24_RGB_BuiltUpMain.tif,2023-01-19 04:56:03,2023-02-18 09:49:31,30.2038,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230119T045603_20230119T045628_046848_059E01_E2B4,20230218T094029_20230218T094847_T33TXE;20230218T094029_20230218T094847_T33TXF
Italy,Trieste,Italy_Trieste_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Trieste_S2_2023-02-14_2023-02-14_10_08_05_RGB_BuiltUpMain.tif,2023-02-15 05:19:18,2023-02-14 10:08:05,0.7995,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230215T051918_20230215T051943_047242_05AB3E_A7C7,20230214T100029_20230214T100452_T33TVL
Italy,Turin,Italy_Turin_S1_2023-02-13_2023-02-13_05_36_05_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Turin_S2_2023-02-13_2023-02-13_10_38_31_RGB_BuiltUpMain.tif,2023-02-13 05:36:05,2023-02-13 10:38:31,0.21,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230213T053605_20230213T053630_047213_05AA42_EEEE,20230213T103039_20230213T103136_T32TLQ
Italy,Venice,Italy_Venice_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Venice_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif,2023-02-15 05:19:18,2023-02-12 10:18:08,2.7925,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230215T051918_20230215T051943_047242_05AB3E_A7C7,20230212T101131_20230212T101131_T32TQR
Italy,Verona,Italy_Verona_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Verona_S2_2023-02-15_2023-02-15_10_28_07_RGB_BuiltUpMain.tif,2023-02-15 05:19:18,2023-02-15 10:28:07,0.2145,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230215T051918_20230215T051943_047242_05AB3E_A7C7,20230215T102121_20230215T102115_T32TPR
Poland,Bialystok,Poland_Bialystok_S1_2023-03-15_2023-03-15_04_44_10_DESCENDING_VVplusVH_BuiltUpMain.tif,Poland_Bialystok_S2_Top2_2023-02-28_09_45_53_cloud394_gap18_RGB_BuiltUpMain.tif,2023-03-15 04:44:10,2023-02-28 09:45:53,14.7905,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230315T044410_20230315T044435_047650_05B911_E26E,20230228T094029_20230228T094031_T34UFD;20230228T094029_20230228T094031_T34UFE
Poland,Bielsko-Biala,Poland_Bielsko-Biala_S1_2023-01-12_2023-01-12_05_01_47_DESCENDING_VVplusVH_BuiltUpMain.tif,Poland_Bielsko-Biala_S2_2023-01-12_2023-01-12_09_56_42_RGB_BuiltUpMain.tif,2023-01-12 05:01:47,2023-01-12 09:56:42,0.2048,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20230112T050147_20230112T050212_046746_059A9E_3EF6,20230112T095249_20230112T095252_T33UYR
Poland,Bytom,Poland_Bytom_S1_2022-12-31_2022-12-31_05_01_21_DESCENDING_VVplusVH_BuiltUpMain.tif,Poland_Bytom_S2_Top2_2023-02-06_09_56_45_cloud083_gap34_RGB_BuiltUpMain.tif,2022-12-31 05:01:21,2023-02-06 09:56:45,37.2051,DESCENDING,VV+VH,S1A_IW_GRDH_1SDV_20221231T050121_20221231T050146_046571_0594BA_E58C,20230206T095201_20230206T095356_T33UYR;20230206T095201_20230206T095356_T34UCA
